Arctic_continuous,Arctic_discontinuous,Arctic_isolated,Arctic_no_permafrost,Arctic_sporadic
27.429971,15.712109,NA,NA,26.658473
27.2993,7.21202,NA,NA,NA
27.499606,3.236332,NA,NA,NA
26.736758,NA,14.788158,NA,12.709591
17.506779,NA,NA,20.828931,24.766977
15.819792,25.589718,-6.998773,21.226297,NA
11.235504,7.188352,-5.313308,21.620454,7.706777
8.521489,6.781733,19.663849,8.595304,-0.473988
8.182195,6.735464,20.716063,NA,NA
7.859725,7.14464,NA,0.795186,NA
9.197772,7.24092,NA,3.228308,NA
8.469099,7.092169,NA,NA,NA
NA,6.693071,14.040603,NA,13.036233
26.733466,6.460478,-9.122719,NA,24.045097
14.196097,6.821056,4.459143,NA,23.381781
16.338271,NA,20.314437,NA,23.239955
11.551747,NA,0.818319,NA,23.845136
27.483068,NA,14.482103,20.922538,23.81206
17.692076,25.112003,NA,8.290584,9.41224
8.162777,24.857475,-8.685363,NA,NA
NA,NA,NA,NA,NA
15.285486,6.993622,NA,0.024016,NA
15.292489,NA,NA,0.696239,NA
13.238891,NA,NA,29.128968,NA
27.010343,24.795126,NA,29.21716,NA
28.046628,25.304779,NA,10.51487,NA
17.576803,6.618381,NA,10.797112,NA
11.144512,NA,2.409484,NA,NA
8.059425,NA,14.890377,NA,NA
NA,24.857992,0.679782,NA,NA
NA,25.478823,-7.581682,NA,27.02667
NA,25.343594,NA,NA,NA
NA,25.47999,NA,20.86058,NA
14.605471,13.503625,NA,NA,NA
15.08553,NA,NA,7.458665,NA
27.581293,24.663925,NA,NA,NA
17.605131,NA,14.799162,NA,NA
13.909524,29.784625,-9.970442,0.500259,12.390515
10.123888,24.776418,NA,29.284122,24.613126
8.879255,30.25376,NA,10.677072,6.520259
NA,30.147336,NA,NA,NA
NA,24.526725,14.731697,NA,NA
13.38904,29.078054,-6.571404,NA,NA
27.940258,NA,NA,NA,NA
17.61611,29.340815,NA,NA,NA
17.574181,24.861901,NA,20.979317,NA
NA,29.267464,NA,NA,NA
9.154125,29.354638,NA,NA,NA
NA,NA,15.298404,NA,23.938944
NA,NA,NA,NA,24.156988
NA,NA,-5.93019,NA,NA
NA,NA,NA,1.757285,NA
NA,29.136632,NA,1.74495,NA
23.796659,29.34609,NA,-13.596905,NA
28.609861,29.109458,NA,NA,NA
28.79951,25.400225,15.354518,29.464443,NA
17.684417,24.752088,-5.633681,NA,NA
17.63413,24.616431,NA,NA,NA
NA,24.342187,NA,NA,NA
NA,24.414925,NA,10.506099,NA
20.769851,24.532689,NA,NA,NA
NA,NA,15.16108,NA,NA
10.78366,NA,-8.68288,NA,NA
17.455011,29.083153,NA,NA,26.77533
NA,29.257601,NA,NA,24.803835
NA,29.297984,15.940071,NA,7.601065
NA,30.786814,16.328256,20.931943,NA
22.336181,NA,-7.706578,20.807329,NA
28.406666,NA,NA,NA,NA
12.507931,25.508192,NA,7.290955,NA
17.384433,25.196944,16.159313,NA,NA
NA,25.235057,-4.69944,NA,NA
NA,32.777403,NA,1.346276,NA
NA,24.975227,NA,NA,NA
24.111093,25.224396,-0.983284,2.006246,23.359686
27.859067,25.611556,16.795038,NA,22.645131
NA,25.390589,-9.309708,29.396257,22.459494
17.595047,14.970664,-5.538709,-10.302827,NA
17.191079,NA,-3.245887,NA,NA
NA,NA,-8.733415,NA,NA
NA,25.062304,-5.94834,NA,20.7067
NA,25.0446,NA,NA,20.046038
23.645963,NA,16.829754,NA,NA
NA,25.373956,16.73724,NA,NA
27.100671,25.503247,-5.70414,NA,26.846778
27.77642,25.251295,0.163127,NA,NA
29.981119,13.946074,-6.423316,NA,NA
NA,24.724456,-9.405528,6.945817,7.224752
NA,12.813638,-7.501102,NA,7.200115
NA,NA,0.050361,9.970732,NA
NA,NA,-3.24719,NA,NA
NA,NA,-7.477633,NA,NA
NA,25.466601,-3.10233,NA,NA
NA,25.894727,-7.431487,NA,NA
NA,25.358435,NA,21.161672,NA
NA,25.322476,NA,-7.37883,NA
NA,NA,16.588006,7.645197,NA
NA,25.539285,4.186424,NA,NA
NA,25.537357,-4.991657,NA,NA
NA,24.780044,NA,NA,NA
1.53005,NA,NA,NA,NA
NA,NA,NA,16.140891,NA
10.490033,12.544523,-0.424189,16.169101,NA
10.204496,23.349723,-4.038109,NA,NA
NA,NA,28.835412,-1.089102,NA
NA,NA,29.176095,NA,23.781927
NA,24.494914,16.452639,29.406391,10.506831
NA,24.413464,-3.296835,29.474201,NA
NA,NA,-7.05154,NA,NA
NA,NA,-4.424708,NA,NA
NA,NA,-5.059754,NA,NA
NA,NA,-7.267915,NA,NA
NA,24.195355,3.107938,NA,12.7475
NA,14.799536,-6.983697,NA,NA
NA,24.58135,-7.980126,NA,NA
NA,NA,4.757821,NA,NA
NA,NA,33.613472,NA,NA
NA,NA,33.036521,NA,NA
NA,NA,29.312431,NA,NA
NA,NA,29.321905,NA,7.761691
NA,23.667292,16.406343,NA,NA
27.633577,23.753001,-3.032614,NA,NA
NA,24.079191,-3.769633,NA,NA
NA,24.267882,-1.784331,NA,NA
NA,25.032729,0.331969,NA,NA
NA,12.154659,NA,7.463451,NA
NA,NA,NA,1.490689,NA
12.482657,NA,NA,9.928244,NA
27.650324,NA,NA,NA,NA
25.984224,24.321414,32.766733,NA,NA
NA,24.584772,32.017888,NA,NA
NA,14.077625,29.613702,-1.18381,NA
NA,24.736285,16.364306,20.862452,NA
NA,NA,16.438506,7.750252,NA
NA,NA,NA,7.323143,NA
NA,13.026436,0.358755,NA,24.475922
NA,24.631756,NA,NA,10.034479
NA,24.177966,NA,NA,12.349865
NA,24.186,NA,NA,NA
NA,NA,29.442494,NA,NA
NA,NA,NA,NA,NA
26.911122,23.803627,NA,-0.621163,NA
28.217271,24.731682,-0.504414,29.516872,NA
27.086726,24.798644,11.437233,29.475479,NA
NA,23.791913,12.162915,NA,NA
NA,23.513644,29.39487,NA,18.700452
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,25.008865,18.248859,NA,NA
NA,23.515805,18.206405,NA,NA
NA,20.419467,NA,NA,NA
30.799522,22.45835,0.659269,NA,NA
NA,22.583642,0.957646,NA,NA
NA,21.085663,11.033791,NA,NA
NA,22.371813,29.206853,NA,NA
NA,21.238401,NA,NA,NA
NA,22.321712,NA,NA,NA
NA,19.596864,NA,NA,NA
NA,17.267672,18.312981,NA,NA
12.645461,24.008879,0.82269,NA,NA
26.964915,21.918768,29.021305,NA,7.409889
27.112487,23.303811,29.186119,NA,NA
12.855981,24.244973,NA,6.752534,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
8.510439,NA,NA,NA,NA
13.528573,16.733104,0.725178,NA,NA
27.679851,24.832379,-9.061403,21.012935,NA
NA,24.099029,29.17838,-7.530033,NA
NA,NA,NA,7.686558,NA
NA,NA,2.333702,7.789873,NA
NA,NA,NA,NA,NA
NA,NA,29.116047,NA,NA
NA,NA,NA,NA,NA
NA,23.925805,NA,NA,NA
NA,NA,0.249596,NA,NA
NA,NA,-0.005455,NA,NA
NA,17.934609,-1.099168,NA,NA
NA,23.773201,-4.462383,NA,NA
24.12234,24.055882,NA,NA,22.619641
NA,24.167737,-6.034686,NA,27.015031
27.936449,23.684072,-5.325741,0.70309,26.948313
27.313102,NA,NA,NA,27.218715
NA,NA,NA,NA,NA
NA,23.798166,-8.957586,-0.17748,NA
NA,24.731063,-9.498403,NA,NA
NA,26.073318,-9.299678,-17.585109,NA
NA,23.393887,-9.18261,29.499191,NA
NA,21.560824,NA,-11.617205,NA
26.726073,19.866886,NA,NA,18.707103
27.275287,NA,-15.83855,NA,NA
15.147468,NA,-8.767168,NA,NA
NA,NA,-10.736041,NA,NA
NA,22.121776,NA,NA,NA
NA,22.011499,27.425702,NA,NA
NA,23.46889,27.434751,NA,NA
NA,22.102345,27.364001,NA,NA
21.328708,22.116143,27.461481,NA,NA
NA,NA,27.68737,NA,NA
26.045055,NA,27.427231,NA,NA
26.79062,14.253507,27.139011,NA,7.428597
NA,23.313272,-4.085774,NA,7.487338
NA,23.564534,NA,NA,NA
31.068145,24.472496,-9.149246,NA,NA
31.040593,23.3342,-9.634966,NA,NA
NA,22.167452,-9.330527,NA,NA
NA,NA,NA,NA,NA
NA,NA,-8.499226,NA,NA
NA,NA,-8.439854,NA,NA
8.268528,23.159822,NA,NA,NA
NA,14.507429,-11.971534,NA,NA
NA,NA,-12.588696,NA,NA
NA,NA,-9.025329,NA,NA
NA,22.932177,26.13647,NA,NA
NA,NA,26.847445,NA,NA
NA,27.021625,27.008394,NA,NA
NA,27.11352,27.032036,NA,NA
NA,NA,26.969406,NA,NA
NA,NA,27.218684,NA,NA
NA,NA,27.355038,NA,21.14455
NA,26.239948,27.332136,NA,12.455761
NA,NA,11.904309,NA,13.391853
6.808496,NA,4.675734,20.642565,27.249559
6.152726,NA,27.235741,20.80713,NA
6.239261,NA,27.26986,-4.287518,NA
18.232962,NA,27.250176,7.245452,NA
25.009368,NA,NA,NA,NA
24.430131,NA,NA,NA,NA
NA,23.065459,NA,NA,7.745204
NA,27.471627,-10.392851,NA,NA
NA,27.734803,-10.616807,NA,NA
NA,26.701525,26.669078,NA,NA
NA,NA,26.774575,NA,NA
5.479169,25.57699,26.845506,NA,NA
24.245557,25.36673,26.990368,NA,NA
21.287009,NA,26.883958,0.966974,NA
10.603056,NA,26.685714,-0.134617,NA
25.003738,NA,26.548477,0.701931,NA
25.870555,NA,26.519185,2.798145,NA
NA,19.888296,26.148036,NA,NA
NA,22.260509,26.131422,28.977366,NA
NA,22.952266,26.112615,28.998075,NA
NA,NA,25.613392,NA,21.083011
24.718879,25.238816,26.025989,1.066799,21.073289
24.486204,25.853701,26.217179,NA,26.885281
25.898291,NA,-1.498926,NA,NA
27.070673,NA,26.872879,NA,NA
NA,22.745166,NA,NA,7.158597
NA,25.751742,NA,NA,7.342504
NA,NA,NA,NA,NA
NA,NA,-10.939211,NA,NA
22.191121,23.740745,-10.602529,NA,NA
26.441288,22.833491,20.08576,0.896519,NA
NA,NA,25.829211,6.965809,NA
NA,NA,25.960426,NA,NA
NA,NA,26.028611,NA,NA
NA,NA,26.023294,NA,NA
NA,21.775561,NA,NA,NA
7.326355,23.171243,NA,8.191815,NA
21.070928,23.930146,2.187815,NA,NA
NA,22.326894,NA,20.551143,NA
NA,12.493288,0.433725,-7.651419,NA
NA,NA,0.431014,-4.05268,NA
NA,NA,-11.357838,7.225499,20.620876
NA,NA,-5.224342,NA,20.153664
11.844261,23.545373,-1.562244,NA,21.015498
26.626732,23.653134,-8.366102,NA,26.979205
14.757697,NA,-7.69027,NA,26.853857
25.710626,NA,-9.474126,NA,7.642771
NA,24.316984,-5.238426,NA,7.927902
NA,24.078539,-10.372859,NA,8.085456
NA,24.126645,NA,NA,NA
NA,NA,-11.275294,NA,NA
13.795058,NA,-15.535198,NA,NA
13.002786,NA,-10.355758,NA,NA
6.09796,NA,-8.323785,NA,NA
NA,NA,-6.98661,NA,NA
NA,NA,-9.465512,NA,NA
27.599911,NA,-7.155248,NA,NA
27.515622,23.538737,-9.192306,NA,NA
NA,22.883516,NA,NA,NA
NA,24.64517,-10.631494,16.9015,NA
NA,26.603975,-7.943623,17.050506,21.522893
NA,25.359681,-10.878041,NA,21.707494
NA,NA,-11.955949,2.356923,21.589712
NA,NA,-7.263609,1.976312,9.469707
NA,NA,-8.89826,0.12472,NA
20.072804,18.985113,NA,1.28877,19.346271
NA,25.305839,-9.552517,28.910773,19.8332
NA,24.728332,NA,29.107937,NA
6.615988,NA,-6.08135,NA,26.856325
8.029525,25.051779,NA,NA,26.856905
8.227429,25.268629,NA,NA,NA
9.328692,NA,NA,6.848894,NA
11.928996,NA,-7.117052,NA,8.075744
23.303524,15.953003,-8.906877,NA,8.135015
28.434586,24.12843,NA,7.289655,8.539322
NA,24.152181,-3.045768,NA,8.124364
14.204065,23.912779,-10.382708,8.984366,7.492581
NA,15.129897,-9.667281,20.683642,-0.33394
9.546933,11.513353,NA,7.39974,NA
22.469754,17.944838,-10.480191,7.137768,NA
NA,NA,-9.246134,NA,NA
NA,25.150459,NA,NA,NA
25.593659,NA,NA,NA,NA
NA,NA,-6.601182,NA,NA
NA,NA,NA,NA,20.924996
NA,24.132854,-8.286741,NA,11.006374
NA,24.517502,-8.491132,NA,14.892378
NA,23.556949,NA,NA,27.095834
NA,NA,NA,NA,22.646655
NA,NA,NA,NA,NA
NA,NA,NA,NA,8.894191
NA,NA,-9.082749,NA,8.197666
NA,24.231224,NA,NA,8.059352
NA,23.959445,NA,NA,0.078536
NA,22.603429,-0.606044,NA,0.520867
NA,21.702269,-8.017491,NA,8.389829
NA,23.370074,-12.004707,NA,8.342765
5.852301,NA,NA,NA,7.83751
23.475593,NA,NA,NA,8.654334
NA,NA,-5.82565,NA,NA
NA,23.977491,-11.773455,NA,0.134161
NA,23.591798,-7.543957,NA,8.897404
NA,23.794286,NA,NA,9.200272
NA,21.856865,NA,NA,8.542783
NA,22.306748,NA,2.750774,7.835588
NA,22.599606,NA,2.803082,NA
25.41965,NA,-7.079369,NA,NA
25.245118,NA,NA,NA,NA
NA,NA,NA,6.907054,21.174427
13.004609,NA,NA,NA,NA
NA,NA,NA,NA,26.908744
NA,NA,-9.560536,NA,27.031997
NA,NA,NA,NA,NA
NA,NA,NA,NA,8.02169
NA,NA,NA,NA,8.75844
NA,NA,NA,NA,8.742024
26.845032,NA,NA,NA,8.388072
9.155715,27.712951,NA,20.602237,8.718531
NA,NA,NA,20.613817,8.145687
17.707348,NA,NA,7.001684,8.194796
NA,NA,NA,7.230236,8.525063
NA,NA,NA,NA,7.604264
NA,NA,NA,NA,NA
25.89469,NA,NA,NA,NA
16.473042,NA,NA,NA,NA
12.849332,NA,NA,NA,NA
13.83405,NA,NA,NA,20.703347
NA,NA,NA,NA,21.066258
NA,NA,NA,NA,27.790682
NA,NA,NA,1.442283,27.58663
NA,NA,NA,1.792002,NA
NA,NA,NA,1.858707,NA
20.082161,NA,NA,2.113759,NA
19.582926,NA,NA,2.544046,NA
22.097774,NA,NA,2.804561,NA
26.818902,NA,NA,3.430062,NA
14.100879,NA,NA,2.635851,7.771708
1.427009,NA,NA,3.184174,NA
NA,NA,NA,2.885689,7.78284
NA,NA,NA,2.742872,7.986787
NA,NA,NA,-3.938296,-1.032457
NA,NA,NA,NA,7.736433
NA,NA,NA,NA,NA
3.35826,NA,NA,NA,NA
8.350503,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,21.707903
10.242307,NA,NA,NA,NA
25.691272,22.740085,NA,NA,NA
27.103478,22.364148,NA,NA,NA
NA,23.429319,NA,NA,27.493534
15.682379,23.570421,NA,NA,27.486717
2.277674,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
6.72742,17.644692,NA,NA,NA
22.410349,27.208325,NA,6.830591,NA
21.94004,NA,NA,6.429904,NA
NA,27.038094,NA,NA,8.499566
NA,26.936775,NA,NA,-0.91806
8.233376,NA,NA,NA,8.431399
NA,NA,NA,NA,8.094818
NA,NA,NA,NA,NA
22.075903,NA,NA,NA,NA
NA,27.220274,NA,20.494929,NA
NA,NA,NA,-4.292402,8.577751
NA,NA,NA,7.314643,8.49088
NA,NA,7.502533,NA,7.67895
20.942683,NA,31.398024,NA,5.75615
20.882561,NA,NA,NA,NA
20.666469,22.831774,31.562432,NA,NA
20.503026,NA,NA,NA,NA
NA,23.041751,NA,-4.719875,NA
NA,NA,NA,-4.151253,NA
6.489361,NA,NA,NA,NA
23.370078,NA,NA,NA,NA
20.507828,NA,NA,NA,NA
20.14181,27.124895,NA,NA,NA
21.508316,23.889501,NA,NA,NA
19.930563,NA,32.038692,-10.370504,NA
20.07152,NA,31.291084,20.787427,NA
27.375512,27.464958,NA,7.128159,NA
13.981083,21.699759,31.742111,7.072539,NA
13.692748,NA,NA,NA,NA
17.639898,NA,-6.971232,NA,NA
21.056197,26.82693,NA,9.167923,21.504625
21.286089,NA,NA,8.015771,NA
23.133551,27.008501,-2.674032,NA,NA
NA,NA,-6.987739,9.345778,7.498654
NA,NA,NA,NA,-0.677278
NA,26.886122,NA,NA,-0.820878
2.317468,NA,NA,-11.017006,7.377936
21.22751,NA,NA,20.799154,7.487069
23.547187,26.862218,NA,7.250578,NA
28.155411,25.591728,NA,-4.729415,NA
NA,24.752876,NA,NA,9.096534
NA,26.570235,-8.085603,9.682346,9.018868
NA,NA,NA,10.960278,9.342066
NA,24.671841,NA,NA,-6.649007
4.110047,25.486904,NA,8.575609,8.95196
22.159073,NA,NA,20.860592,NA
21.221098,NA,NA,21.004026,8.066866
19.402272,NA,-7.254717,7.678205,8.856266
NA,NA,NA,NA,7.786485
NA,NA,NA,NA,NA
NA,26.483789,NA,11.732766,NA
NA,NA,NA,9.191872,NA
NA,NA,NA,7.384236,-6.024908
NA,NA,-6.686801,6.923047,-5.52264
8.217559,NA,-6.597499,NA,-4.977316
6.32102,26.611207,-6.988789,NA,-4.883368
20.249166,NA,NA,NA,-6.250513
10.37552,NA,NA,NA,-5.751445
NA,NA,NA,NA,-5.59369
NA,NA,NA,NA,NA
NA,26.802099,NA,NA,-5.65918
NA,NA,-6.843501,NA,-6.105329
13.653064,NA,NA,NA,-5.501833
21.092741,NA,NA,NA,-6.312425
21.612319,NA,NA,NA,-6.015872
21.298889,NA,NA,NA,-4.809992
22.47565,NA,NA,NA,-0.501164
21.739677,27.080647,NA,NA,5.238861
NA,27.367847,NA,NA,3.250771
NA,NA,NA,21.019009,3.845605
NA,NA,NA,NA,2.811337
NA,NA,NA,-3.866238,NA
NA,NA,NA,7.72133,NA
NA,NA,NA,NA,NA
24.529436,NA,NA,NA,NA
19.960631,NA,NA,NA,NA
11.833702,27.162759,NA,NA,NA
14.566207,NA,23.903905,NA,NA
15.191986,NA,24.72722,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
14.931762,NA,NA,-24.171024,7.929484
24.791896,NA,NA,10.493754,7.958751
25.224091,NA,NA,NA,7.516598
23.461087,NA,NA,NA,NA
21.549828,NA,23.817744,NA,NA
20.643033,NA,23.305391,NA,NA
NA,NA,NA,NA,-2.399236
NA,26.8847,NA,20.689132,-6.366448
NA,27.067485,NA,NA,-10.985475
NA,26.797061,5.637632,NA,-0.358564
NA,NA,23.499146,NA,2.435516
NA,27.011901,23.704686,NA,5.379175
NA,NA,NA,NA,NA
NA,NA,-8.3198,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,7.26544,NA
NA,NA,NA,NA,7.702302
NA,NA,NA,NA,7.407518
NA,NA,NA,NA,7.632086
NA,NA,NA,NA,NA
NA,26.567385,13.207149,9.060463,NA
NA,NA,NA,NA,-6.374161
25.067418,NA,NA,NA,7.071783
25.189254,NA,NA,NA,NA
5.344469,NA,NA,NA,NA
12.898739,NA,NA,NA,NA
17.840875,NA,21.458328,NA,22.277072
27.055073,NA,19.025538,NA,8.442267
-3.195484,NA,23.402941,20.876899,8.764768
17.191456,NA,23.792046,20.837744,8.637148
21.184869,NA,20.161663,NA,7.924706
19.907694,NA,NA,NA,-0.272962
19.712924,NA,-2.45867,NA,NA
16.425282,NA,NA,NA,NA
22.132668,NA,NA,NA,-5.979745
22.539749,NA,NA,NA,-6.589324
20.44929,NA,NA,9.314356,8.411303
23.323904,17.574454,NA,NA,NA
NA,26.532451,NA,NA,NA
22.530969,NA,18.395738,NA,NA
20.2726,NA,NA,NA,NA
20.87629,NA,NA,NA,NA
24.608946,NA,NA,21.165844,21.821139
NA,NA,NA,21.255663,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
23.66799,NA,NA,NA,8.373152
NA,NA,15.616447,NA,7.795448
NA,26.399334,-3.386754,NA,NA
NA,NA,22.197102,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,8.175368
NA,NA,NA,NA,NA
NA,26.697305,NA,NA,NA
NA,NA,NA,NA,8.13326
NA,NA,NA,NA,5.901595
NA,24.706796,NA,NA,NA
NA,NA,NA,7.470766,NA
NA,NA,NA,NA,NA
NA,26.547626,NA,NA,NA
NA,26.589313,NA,NA,-1.583782
NA,NA,NA,8.62812,-0.040078
NA,NA,NA,NA,1.55868
NA,NA,NA,21.160985,0.037351
NA,NA,NA,20.922663,-6.712321
NA,NA,19.154097,NA,-6.476453
NA,NA,-14.172399,NA,-7.030849
NA,26.616172,NA,NA,-1.179994
NA,NA,NA,NA,-3.877884
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,6.175638,8.471605
NA,NA,NA,NA,7.1541
NA,NA,NA,NA,8.038063
NA,NA,NA,NA,8.469198
NA,26.760574,13.739522,NA,NA
NA,NA,14.231762,NA,7.689883
NA,NA,NA,-10.360448,NA
NA,NA,NA,21.145942,NA
NA,NA,-14.605256,20.917174,-7.306234
NA,26.676182,NA,-12.650512,12.504809
NA,NA,NA,-8.247017,-2.462275
NA,NA,NA,NA,-9.912792
25.719021,26.892642,NA,NA,-7.540559
24.435266,NA,NA,NA,-3.071473
13.958335,NA,NA,6.747472,-3.682254
12.724243,27.019432,NA,NA,-1.208316
NA,NA,NA,NA,0.240541
NA,NA,NA,NA,-0.238026
NA,NA,NA,NA,1.091973
NA,NA,NA,NA,0.517372
1.58038,NA,14.60972,NA,NA
13.525489,NA,16.986007,20.789431,1.311197
19.890979,NA,17.541436,20.954876,-1.778626
19.519554,NA,18.592865,20.963472,-4.004883
19.697292,NA,18.045423,-10.668325,-5.456054
NA,NA,NA,20.634036,-5.87519
20.703115,26.657832,18.231835,20.988304,4.619827
20.010257,NA,NA,21.172474,-4.347625
15.289344,NA,18.708588,21.13433,NA
19.551086,NA,19.58343,21.064451,NA
19.7436,NA,NA,7.629879,NA
NA,NA,19.256722,-4.338724,NA
NA,NA,18.903936,NA,NA
17.91478,NA,19.163958,7.966961,NA
NA,NA,NA,-27.609897,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,8.581458,-0.256407
17.56618,NA,NA,21.161699,-0.851681
NA,NA,NA,8.398569,-0.406574
NA,NA,NA,NA,0.236715
NA,NA,NA,NA,-4.938771
NA,NA,NA,8.1715,-4.913521
NA,NA,NA,NA,-5.040049
NA,NA,NA,7.515799,-6.62088
NA,NA,NA,NA,NA
NA,NA,NA,NA,-3.393055
NA,NA,-4.917697,-25.45858,NA
NA,NA,14.740713,7.701001,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,8.64235,NA
20.269675,NA,NA,8.596439,22.084104
NA,NA,NA,NA,22.005739
NA,NA,NA,NA,NA
NA,NA,NA,21.169766,NA
NA,NA,NA,21.379433,1.469462
NA,NA,NA,7.490338,0.861596
NA,NA,NA,NA,-4.580943
NA,NA,NA,NA,NA
18.633756,NA,NA,NA,-1.714383
NA,NA,NA,8.17726,-0.720227
19.022796,NA,NA,8.263243,NA
15.521771,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,8.233994,NA
NA,NA,NA,8.597363,21.790354
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,-0.569492
NA,NA,NA,21.177491,0.845521
NA,NA,NA,-4.417047,1.64476
NA,NA,NA,NA,-6.43167
NA,NA,NA,NA,-6.048291
NA,NA,NA,NA,0.055899
NA,NA,NA,NA,6.471441
NA,NA,NA,NA,0.221863
NA,NA,NA,8.135899,NA
NA,NA,NA,8.198846,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
25.057423,NA,NA,NA,NA
25.606879,NA,NA,NA,22.316316
NA,NA,NA,NA,NA
25.399135,NA,NA,NA,NA
23.815175,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,13.684822
NA,NA,NA,NA,-0.588007
NA,NA,NA,NA,0.364859
NA,17.451295,NA,21.874507,NA
13.335864,NA,NA,7.074919,-2.058349
20.250461,NA,NA,6.862127,0.758363
20.246459,NA,NA,NA,2.240548
19.915682,NA,NA,NA,NA
20.029669,NA,NA,NA,NA
19.750569,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,7.458781,NA
NA,NA,NA,8.145855,NA
NA,NA,NA,8.111853,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,22.505664
NA,NA,NA,NA,22.862986
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,8.701981,14.156997
NA,NA,NA,8.604611,NA
NA,NA,NA,22.050955,NA
NA,NA,NA,21.891933,NA
NA,NA,NA,NA,NA
NA,NA,NA,7.086557,13.924132
NA,NA,NA,NA,13.560542
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,6.319745
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,6.477035,NA
NA,NA,NA,6.862522,NA
NA,NA,NA,7.262655,NA
NA,NA,NA,6.966762,NA
26.792412,NA,NA,7.442907,21.754998
27.156911,NA,NA,NA,7.733445
26.121198,NA,NA,NA,13.946688
23.793653,NA,NA,NA,-1.725206
25.119003,NA,NA,NA,7.75115
26.254604,NA,NA,NA,7.321022
NA,NA,NA,8.725871,NA
NA,NA,NA,8.64241,NA
NA,NA,NA,22.170114,NA
NA,NA,NA,-12.392376,NA
NA,NA,NA,6.854772,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,22.618507
8.065906,NA,NA,NA,NA
23.273897,NA,NA,NA,NA
24.773865,NA,NA,NA,14.134393
24.097914,NA,NA,NA,-2.082176
2.92177,NA,NA,NA,-5.302599
21.771924,NA,NA,NA,-7.457993
20.00333,NA,NA,NA,-7.329345
NA,NA,NA,NA,-7.003772
NA,NA,NA,NA,5.972061
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
10.067829,NA,NA,NA,NA
17.783241,NA,NA,NA,NA
16.127687,NA,NA,NA,NA
22.485162,NA,NA,NA,9.995724
19.905662,NA,NA,NA,22.040219
NA,NA,NA,NA,0.003646
19.980192,NA,NA,NA,14.095785
20.161869,NA,NA,NA,14.175038
20.234418,NA,NA,NA,4.415703
19.507629,NA,NA,NA,4.411626
18.11826,NA,NA,NA,NA
19.453961,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,9.569943,NA
NA,NA,NA,8.664301,NA
19.881919,NA,NA,8.41337,NA
18.554407,NA,NA,6.607812,NA
18.221472,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,22.650193
NA,NA,NA,NA,NA
NA,NA,NA,NA,22.76481
NA,NA,NA,NA,14.109468
NA,NA,NA,NA,14.222507
NA,NA,NA,8.679819,NA
NA,NA,NA,22.453588,4.515205
NA,NA,NA,22.303478,11.570447
NA,NA,NA,NA,NA
25.044644,NA,NA,NA,NA
NA,NA,NA,NA,NA
24.973674,NA,NA,NA,NA
13.057886,NA,NA,NA,NA
NA,NA,NA,NA,21.738633
NA,NA,NA,NA,13.439588
NA,NA,NA,NA,3.887407
26.756405,NA,NA,NA,NA
NA,NA,NA,NA,NA
25.216661,NA,NA,NA,NA
25.996862,NA,NA,NA,3.366279
NA,NA,NA,NA,NA
26.10129,NA,NA,NA,NA
NA,NA,NA,6.906316,NA
19.827046,NA,31.152625,NA,NA
NA,NA,31.205028,NA,NA
NA,NA,NA,6.568366,NA
27.818481,NA,NA,6.800504,NA
NA,NA,NA,7.343857,NA
10.965813,NA,NA,8.278267,22.658685
